id,sku,name,inventory,date_created,weight,height,width,depth,visible,featured,availability,date_modified,date_last_imported,num_sold,num_viewed,upc,bin_picking_num,search_keywords,meta_keywords,description,meta_description,page_title,retail_price,sale_price,calculated_price,inventory_warning_level,inventory_tracking,keyword_filter,sort_order,related_products,rating_total,rating_count,created_at,producer_id,product_type_id,warehouse_id,product_size_id,name_no_ws,name_no_winery,name_no_vintage,name_no_winery_no_vintage,portfolio_name,current,display,retail_ws,blend_type,vintage,order_1,order_2,combined_order,portfolio_region,case_size,price_id,organic_cert,organic_pract,organic_min,vegan,vegetarian,bio_cert,bio_pract,filtration,fining,so2,producer_country_id,producer_region_id,product_sub_type_id,product_package_type_id,product_no_vintage_id,product_no_ws_id
641,NULL,Mendel Lunta Malbec 2010,0,6/6/12 16:54,0,0,0,NULL,1,1,available,2015-06-30,2015-06-30,21,0,0,0,0,0,"Grape Variety: 100% MalbecTasting Notes: Dark red colour. Intense and very fruity aromoas. Ripe fruits such as raspberries, plums and blackberries are the first to appear. After the fruits, some notes from the wood appear like vanilla and slight smokiness. In the mouth it is a very gentle and drinkable wine. Very fruit forward, its soft tannins, medium body and structure make this wine very juicy and easy drinking. Also, its acidity gives a fresh sensation and invites another glass. In the finish it has a considerable length. Vineyard:Â  Mayor Drummond, LujÃ¡n de Cuyo â€“ Mendoza, ArgentinaAge of the Vineyard: 80 years old, ungrafted old vines.Time of Harvest: End of March 2010Altitude: 960 meters above sea level Harvest Method: Manually in 18kg boxes and selection of grape clusters in the vineyard. Vineyard production of 7,500 kg/ha.Winemaking:Â Manual selection of grapes on vibrating table. The clusters are destemmed and crushed. Maceration in stainless steel tanks and fermentation for 20 days with selected yeasts at a temperature of between 25Â° and 32Â°C. During the maceration, they homogenised the wines with â€œpiegage manuelâ€ù by hand. Racking and decantation in stainless steel tanks. Malolactic fermentation in tank.Â As they wanted a fresh and easy drinking wine that also had good concentration and volume, they aged 65% of the wine in 1/3 new, 1/3 second use and 1/3 third use French oak for 12 months in total. The rest of the wine is aged in stainless steel tanks.Â Blending and posterior bottling.Â The wine rests for at least 3 months in the bottle before release to the market.Â Winemaker and Vineyard Manager: Santiago Mayorga Boaknin,Â  Alcohol: 14.2% vol.Volume: 750 mlResidual Sugars: 2.72 gr/litreStandard Drinks: 8.6Peak drinking: 2011-2018Best Served: 16Â°-18Â°CAgeing: 65% in 1/3 new, 1/3 second use and 1/3 third use French oak for 12 months in total; remaining 35% in stainless steel. The blended wine is aged for at least 3 months in the bottle before release.",0,Untapped Fine Wines - Mendel Lunta Malbec 2010,0,0,38.17,0,simple,0,0,-1,0,0,2016-07-07,45,4,2,4,Mendel Lunta Malbec 2010,Lunta Malbec 2010,Mendel Lunta Malbec,Lunta Malbec,2010 Lunta Malbec,0,0,R,NULL,2010,1,4,1.4,"ARG, Luján de Cuyo",6,pID-A121,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,1,13,18,1,478,736
642,NULL,Mendel Lunta Malbec 2010 WS,0,6/6/12 16:58,0,0,0,NULL,1,1,available,2015-06-30,2015-06-30,995,0,0,0,0,0,Type a description for this product here...,0,Untapped Fine Wines - Mendel Lunta Malbec 2010,0,0,19.53,0,simple,0,0,-1,0,0,2016-07-07,45,4,2,4,Mendel Lunta Malbec 2010,Lunta Malbec 2010,Mendel Lunta Malbec,Lunta Malbec,2010 Lunta Malbec,0,0,WS,NULL,2010,1,4,1.4,"ARG, Luján de Cuyo",6,pID-A121,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,1,13,18,1,478,736
643,NULL,Lagarde Henry Cosecha Tardia Moscato (375ml) 2010,0,6/6/12 17:36,4,0,0,NULL,1,1,available,2015-08-25,2015-06-30,12,1246,0,0,0,0,"Grape Variety: 100% Moscato BiancoTasting Notes: Intense yellow colour with prominent gold highlights. Delicate and complex aroma. Aromas reminiscent of flowers, mature fruits and a soft note of vanilla. Unctuous and dense in the mouth, with a high level of acidity that results in a refreshing balance to the sweet taste. Ideal with blue cheese and desserts.Vineyard: Perdriel, LujÃ¡n de Cuyo â€“ Mendoza, ArgentinaAge of the Vineyard: Planted in 1993, 1995 and 1998Altitude: 980 metres above sea levelÂ Time of Harvest: Late April, resulting in a higher level of residual sugar.Harvest Method: By hand in 20kg plastic boxes. Vineyard yield of 7,000 lbs/hectare.Winemaking: Fermentation occurs in new French oak barrels with selected yeasts at a low temperature. 100% of the wine is aged for 17 months in new French oak barrels and spends a minimum of 6 months in the bottle in a controlled atmosphere. Production of 3,600 bottles.Winemaker: Juan Roby StordeurAlcohol: 12.7% vol.Volume: 375 mlResidual Sugars: 114 gr/litreStandard Drinks: 3.8Â Peak drinking: NowBest Served: 6Â°-8Â°CAgeing: 17 months in new French oak barrels and a minimum of 6 months in the bottle",0,Untapped Fine Wines - Lagarde Henry Cosecha Tardia Moscato (375ml) 2010,0,0,54.54,0,simple,0,0,-1,0,0,2016-07-07,34,5,2,2,Lagarde Henry Cosecha Tardia Moscato (375ml) 2010,Henry Cosecha Tardia Moscato (375ml) 2010,Lagarde Henry Cosecha Tardia Moscato (375ml),Henry Cosecha Tardia Moscato,2010 Henry Cosecha Tardia Moscato,0,0,R,NULL,2010,5,5,5.5,"ARG, Luján de Cuyo",6,pID-A061,0,0,0,0,0,0,0,0,0,0,1,13,27,1,397,575
644,NULL,Lagarde Henry Cosecha Tardia Moscato (375ml) 2010 WS,0,6/6/12 17:37,0,0,0,NULL,1,1,disabled,2015-08-25,2015-06-30,77,2,0,0,0,0,Type a description for this product here...,0,Untapped Fine Wines - Lagarde Henry Cosecha Tardia Moscato (375ml) 2010,0,0,27.9,0,simple,0,0,-1,0,0,2016-07-07,34,5,2,2,Lagarde Henry Cosecha Tardia Moscato (375ml) 2010,Henry Cosecha Tardia Moscato (375ml) 2010,Lagarde Henry Cosecha Tardia Moscato (375ml),Henry Cosecha Tardia Moscato,2010 Henry Cosecha Tardia Moscato,0,0,WS,NULL,2010,5,5,5.5,"ARG, Luján de Cuyo",6,pID-A061,0,0,0,0,0,0,0,0,0,0,1,13,27,1,397,575
645,NULL,Athenaeum Club August Mixed Dozen WS,0,6/8/12 14:01,15,0,0,NULL,1,1,available,2015-06-30,2015-06-30,6,7,0,0,0,0,Type a description for this product here...,0,0,0,0,143.41,0,none,0,0,-1,0,0,2016-07-07,49,6,2,4,Athenaeum Club August Mixed Dozen,Athenaeum Club August Mixed Dozen,Athenaeum Club August Mixed Dozen,Athenaeum Club August Mixed Dozen,na Athenaeum Club August Mixed Dozen,0,0,WS,NULL,na,na,na,NULL,"na, na",12,0,0,0,0,0,0,0,0,0,0,0,6,28,29,1,87,146
646,NULL,Altanza Edulis Blanco Sauvignon Blanc 2011 WS,0,10/9/12 12:42,1.4,30,10,NULL,1,1,disabled,2016-03-10,2015-06-30,515,1,0,0,0,"Altanza, Sauvignon Blanc, Altanza Edulis Blanco Sauvignon Blanc 2011, Spain, Rioja Alta, Wine",0,0,Untapped Fine Wines - Altanza Edulis Blanco Sauvignon Blanc 2011,0,0,13.02,0,simple,0,0,-1,0,0,2016-07-07,3,2,2,4,Altanza Edulis Blanco Sauvignon Blanc 2011,Edulis Blanco Sauvignon Blanc 2011,Altanza Edulis Blanco Sauvignon Blanc,Edulis Blanco Sauvignon Blanc,2011 Edulis Blanco Sauvignon Blanc,0,0,WS,NULL,2011,2,2,2.2,"SPA, Rioja Alta",12,pID-S005,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,39,41,1,15,29
647,NULL,Altanza Edulis Tempranillo Rosé 2011 WS,0,10/9/12 12:42,1.4,30,10,NULL,1,1,disabled,2015-06-30,2015-06-30,161,0,0,0,0,"Altanza, Tempranillo, Altanza Edulis Rose Tempranillo 2011, Spain, Rioja Alta, Wine",0,0,Untapped Fine Wines - Altanza Edulis Rose Tempranillo 2011,0,0,12.55,0,simple,0,0,-1,0,0,2016-07-07,3,3,2,4,Altanza Edulis Tempranillo Rosé 2011,Edulis Tempranillo Rosé 2011,Altanza Edulis Tempranillo Rosé,Edulis Tempranillo Rosé,2011 Edulis Tempranillo Rosé,0,0,WS,NULL,2011,2,3,2.3,"SPA, Rioja Alta",12,pID-S015,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,39,37,1,27,57
648,0,Altanza Edulis Tempranillo 2010 WS,-1,10/9/12 12:42,1.4,30,10,NULL,1,1,disabled,2016-07-22,2015-06-30,625,0,0,0,0,"Altanza, Tempranillo, Altanza Edulis Tempranillo 2010, Spain, Rioja Alta, Wine",0,0,Untapped Fine Wines - Altanza Edulis Tempranillo 2010,0,0,13.02,0,simple,0,0,-1,0,0,2016-07-07,3,4,2,4,Altanza Edulis Tempranillo 2010,Edulis Tempranillo 2010,Altanza Edulis Tempranillo,Edulis Tempranillo,2010 Edulis Tempranillo,0,0,WS,NULL,2010,2,4,2.4,"SPA, Rioja Alta",12,pID-S004,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,39,48,1,26,52
649,NULL,Altanza Edulis Crianza Tempranillo 2009 WS,0,10/9/12 12:42,1.4,30,10,NULL,1,1,disabled,2016-05-03,2015-06-30,884,0,0,0,0,"Altanza, Tempranillo, Altanza Edulis Crianza Tempranillo 2009, Spain, Rioja Alta, Wine",0,0,Untapped Fine Wines - Altanza Edulis Crianza Tempranillo 2009,0,0,18.6,0,simple,0,0,-1,0,0,2016-07-07,3,4,2,4,Altanza Edulis Crianza Tempranillo 2009,Edulis Crianza Tempranillo 2009,Altanza Edulis Crianza Tempranillo,Edulis Crianza Tempranillo,2009 Edulis Crianza Tempranillo,0,0,WS,NULL,2009,3,4,3.4,"SPA, Rioja Alta",12,pID-S006,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,39,48,1,16,36
650,0,Giró Ribot Muscat de Frontignac 2011 WS,32,10/9/12 12:42,1.4,30,10,NULL,1,1,disabled,2016-09-19,2015-06-30,480,0,0,0,0,"Giro Ribot, Muscat, Giro Ribot Muscat de Frontignac 2011, Spain, Penedes, Cava, Wine",0,0,Untapped Fine Wines - Giro Ribot Muscat de Frontignac 2011,0,0,12.55,0,simple,0,0,-1,0,0,2016-07-07,28,2,2,4,Giró Ribot Muscat de Frontignac 2011,Muscat de Frontignac 2011,Giró Ribot Muscat de Frontignac,Muscat de Frontignac,2011 Muscat de Frontignac,1,0,WS,NULL,2011,1.1,2,1.3,"SPA, Penedès",12,pID-S091,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,30,28,1,354,509
651,0,Giró Ribot Mare Brut Nature Gran Reserva Cava 2007 WS,0,10/9/12 12:42,1.4,30,10,NULL,1,1,disabled,2016-08-02,2015-06-30,227,0,0,0,0,"Giro Ribot, Cava, Giro Ribot Mare Brut Nature Gran Reserva Cava 2007, Spain, Penedes, Cava, Wine",0,0,Untapped Fine Wines - Giro Ribot Mare Brut Nature Gran Reserva Cava 2007,0,0,24.65,0,simple,0,0,-1,0,0,2016-07-07,28,1,2,4,Giró Ribot Mare Brut Nature Gran Reserva Cava 2007,Mare Brut Nature Gran Reserva Cava 2007,Giró Ribot Mare Brut Nature Gran Reserva Cava,Mare Brut Nature Gran Reserva Cava,2007 Mare Brut Nature Gran Reserva Cava,0,0,WS,NULL,2007,3.1,1,3.2,"SPA, Penedès",6,pID-S097,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,30,9,1,351,505
652,NULL,Grifoll-Declara El Gos Blend 2010 WS,0,10/9/12 12:42,1.4,30,10,NULL,1,1,disabled,2015-06-30,2015-06-30,288,0,0,0,0,"Grifoll Declara, Blend, Grifoll Declara Grifoll Declara El Gos Blend 2010, Spain, Priorat, Wine",0,0,Untapped Fine Wines - Grifoll Declara Grifoll Declara El Gos Blend 2010,0,0,14.88,0,simple,0,0,-1,0,0,2016-07-07,30,4,2,4,Grifoll-Declara El Gos Blend 2010,El Gos Blend 2010,Grifoll-Declara El Gos Blend,El Gos Blend,2010 El Gos Blend,0,0,WS,"Garnacha Negra, Samso, Syrah",2010,1,4,1.4,"SPA, Montsant",6,pID-S028,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,27,35,1,362,518
653,NULL,Grifoll-Declara Tossals Jr. Blend 2008 WS,8,10/9/12 12:42,1.4,30,10,NULL,1,1,disabled,2016-03-15,2015-06-30,124,0,0,0,0,"Grifoll Declara, Blend, Grifoll Declara Tossals Jr. Grenache Cab Sav 2008, Spain, Priorat, Wine",0,0,Untapped Fine Wines - Grifoll Declara Tossals Jr. Grenache Cab Sav 2008,0,0,23.25,0,simple,0,0,-1,0,0,2016-07-07,30,4,2,4,Grifoll-Declara Tossals Jr. Blend 2008,Tossals Jr. Blend 2008,Grifoll-Declara Tossals Jr. Blend,Tossals Jr. Blend,2008 Tossals Jr. Blend,0,0,WS,"Garnatxa Negra, Carignan, Cabernet Sauvignon",2008,3,4,3.4,"SPA, Montsant",6,pID-S030,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,27,35,1,365,523
654,NULL,Martinez Corta Cepas Antiguas Blanco Viura Malvasia 2011 WS,22,10/9/12 12:42,1.4,30,10,NULL,1,1,disabled,2015-06-30,2015-06-30,525,1,0,0,0,"Martinez Corta, Viura Malvasia, Martinez Corta Cepas Antiguas Blanco Viura Malvasia 2011, Spain, Rioja, Wine",0,0,Untapped Fine Wines - Martinez Corta Cepas Antiguas Blanco Viura Malvasia 2011,0,0,9.13,0,simple,0,0,-1,0,0,2016-07-07,41,2,2,4,Martinez Corta Cepas Antiguas Blanco Viura Malvasia 2011,Cepas Antiguas Blanco Viura Malvasia 2011,Martinez Corta Cepas Antiguas Blanco Viura Malvasia,Cepas Antiguas Blanco Viura Malvasia,2011 Cepas Antiguas Blanco Viura Malvasia,0,0,WS,"Viura, Malvasia",2011,1,2,1.2,"SPA, Rioja",12,pID-S109,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,37,55,1,438,638
655,NULL,Martinez Corta Cepas Antiguas Tempranillo 2011 WS,22,10/9/12 12:42,1.4,30,10,NULL,1,1,disabled,2015-06-30,2015-06-30,362,0,0,0,0,"Martinez Corta, Tempranillo, Martinez Corta Cepas Antiguas Tempranillo 2011, Spain, Rioja, Wine",0,0,Untapped Fine Wines - Martinez Corta Cepas Antiguas Tempranillo 2011,0,0,9.13,0,simple,0,0,-1,0,0,2016-07-07,41,4,2,4,Martinez Corta Cepas Antiguas Tempranillo 2011,Cepas Antiguas Tempranillo 2011,Martinez Corta Cepas Antiguas Tempranillo,Cepas Antiguas Tempranillo,2011 Cepas Antiguas Tempranillo,0,0,WS,NULL,2011,1,4,1.4,"SPA, Rioja",12,pID-S107,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,37,48,1,440,644
656,NULL,Martinez Corta Semicrianza Tempranillo 2011 WS,10,10/9/12 12:42,1.4,30,10,NULL,1,1,disabled,2015-09-26,2015-06-30,616,0,0,0,0,"Martinez Corta, Tempranillo, Martinez Corta Semicrianza Tempranillo 2011, Spain, Rioja, Wine",0,0,Untapped Fine Wines - Martinez Corta Semicrianza Tempranillo 2011,0,0,13.02,0,simple,0,0,-1,0,0,2016-07-07,41,4,2,4,Martinez Corta Semicrianza Tempranillo 2011,Semicrianza Tempranillo 2011,Martinez Corta Semicrianza Tempranillo,Semicrianza Tempranillo,2011 Semicrianza Tempranillo,0,0,WS,NULL,2011,1.5,4,1.9,"SPA, Rioja",6,pID-S112,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,37,48,1,443,655
657,NULL,Monte Amán Rosado 2011 WS,0,10/9/12 12:42,1.4,30,10,NULL,1,1,disabled,2015-06-30,2015-06-30,359,3,0,0,0,"Monte Aman, Tempranillo, Monte Aman Rosado 2011, Spain, Ribera Del Arlanza, Wine",0,0,Untapped Fine Wines - Monte Aman Rosado 2011,0,0,9.13,0,simple,0,0,-1,0,0,2016-07-07,48,3,2,4,Monte Amán Rosado 2011,Rosado 2011,Monte Amán Rosado,Rosado,2011 Rosado,0,0,WS,NULL,2011,1,3,1.3,"SPA, Ribera Del Arlanza",6,pID-S035,0,0,0,0,0,0,0,0,0,0,3,35,37,1,517,869
658,NULL,Neo Primer Motivo Rueda Verdejo 2011 WS,1,10/9/12 12:42,1.4,30,10,NULL,1,1,disabled,2015-06-30,2015-06-30,737,1,0,0,0,"Neo, Verdejo, Neo Primer Motivo Verdejo 2011, Spain, Ribera Del Duero, Wine",0,0,Untapped Fine Wines - Neo Primer Motivo Verdejo 2011,0,0,13.02,0,simple,0,0,-1,0,0,2016-07-07,51,2,2,4,Neo Primer Motivo Rueda Verdejo 2011,Primer Motivo Rueda Verdejo 2011,Neo Primer Motivo Rueda Verdejo,Primer Motivo Rueda Verdejo,2011 Primer Motivo Rueda Verdejo,0,0,WS,NULL,2011,1,2,1.2,"SPA, Rueda",12,pID-S118,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,43,52,1,527,893
659,NULL,Neo Vivir Vivir Tinta Fina 2011 WS,0,10/9/12 12:42,1.4,30,10,NULL,1,1,disabled,2015-06-30,2015-06-30,616,0,0,0,0,"Neo, Tempranillo, Neo Vivir Vivir Tinta Fina 2011, Spain, Ribera Del Duero, Wine",0,0,Untapped Fine Wines - Neo Vivir Vivir Tinta Fina 2011,0,0,11.62,0,simple,0,0,-1,0,0,2016-07-07,51,4,2,4,Neo Vivir Vivir Tinta Fina 2011,Vivir Vivir Tinta Fina 2011,Neo Vivir Vivir Tinta Fina,Vivir Vivir Tinta Fina,2011 Vivir Vivir Tinta Fina,0,0,WS,NULL,2011,2,4,2.4,"SPA, Ribera Del Duero",12,pID-S122,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,36,48,1,532,904
660,NULL,Neo El Arte de Vivir Tinta Fina 2011 WS,5,10/9/12 12:42,1.4,30,10,NULL,1,1,disabled,2015-06-30,2015-06-30,340,0,0,0,0,"Neo, Tempranillo, Neo El Arte de Vivir Tinta Fina 2011, Spain, Ribera Del Duero, Wine",0,0,Untapped Fine Wines - Neo El Arte de Vivir Tinta Fina 2011,0,0,16.27,0,simple,0,0,-1,0,0,2016-07-07,51,4,2,4,Neo El Arte de Vivir Tinta Fina 2011,El Arte de Vivir Tinta Fina 2011,Neo El Arte de Vivir Tinta Fina,El Arte de Vivir Tinta Fina,2011 El Arte de Vivir Tinta Fina,0,0,WS,NULL,2011,3,4,3.4,"SPA, Ribera Del Duero",12,pID-S116,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,36,48,1,526,891
661,NULL,Neo Disco Tinta Fina 2011 WS,0,10/9/12 12:42,1.4,30,10,NULL,1,1,disabled,2015-06-30,2015-06-30,626,0,0,0,0,"Neo, Tempranillo, Neo Disco Tinta Fina 2011, Spain, Ribera Del Duero, Wine",0,0,Untapped Fine Wines - Neo Disco Tinta Fina 2011,0,0,15.34,0,simple,0,0,-1,0,0,2016-07-07,51,4,2,4,Neo Disco Tinta Fina 2011,Disco Tinta Fina 2011,Neo Disco Tinta Fina,Disco Tinta Fina,2011 Disco Tinta Fina,0,0,WS,NULL,2011,2.1,4,2.5,"SPA, Ribera Del Duero",12,pID-S115,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,36,48,1,525,886
662,NULL,Nestares Eguizábal Segares Tempranillo 2011 WS,0,10/9/12 12:42,1.4,30,10,NULL,1,1,disabled,2015-06-30,2015-06-30,640,0,0,0,0,"Nestares Eguizabal, Tempranillo, Nestares Eguizabal Segares Tempranillo 2011, Spain, Rioja Baja, Wine",0,0,Untapped Fine Wines - Nestares Eguizabal Segares Tempranillo 2011,0,0,10.23,0,simple,0,0,-1,0,0,2016-07-07,52,4,2,4,Nestares Eguizábal Segares Tempranillo 2011,Segares Tempranillo 2011,Nestares Eguizábal Segares Tempranillo,Segares Tempranillo,2011 Segares Tempranillo,0,0,WS,NULL,2011,1,4,1.4,"SPA, Rioja Baja",6,pID-S124,0,0,0,0,0,0,0,0,0,0,3,40,48,1,537,917
663,NULL,Sant Josep Clot d'Encís Garnacha Blanc 2011 WS,17,10/9/12 12:42,1.4,30,10,NULL,1,1,disabled,2015-12-08,2015-06-30,638,1,0,0,0,"St. Josep, Tempranillo, St. Josep Clot d'Encis Garnacha Blanc 2011, Spain, Terra Alta, Wine",0,0,Untapped Fine Wines - St. Josep Clot d'Encis Garnacha Blanc 2011,0,0,9.13,0,simple,0,0,-1,0,0,2016-07-07,64,2,2,4,Sant Josep Clot d'Encís Garnacha Blanc 2011,Clot d'Encís Garnacha Blanc 2011,Sant Josep Clot d'Encís Garnacha Blanc,Clot d'Encís Garnacha Blanc,2011 Clot d'Encís Garnacha Blanc,0,0,WS,NULL,2011,1,2,1.2,"SPA, Terra Alta",6,pID-S038,0,0,0,0,0,0,0,0,0,0,3,49,14,1,623,1060
664,NULL,Sant Josep Llàgrimes de Tardor Mistela Vi de Licor Garnacha Blanc WS,58,10/9/12 12:42,1.4,30,10,NULL,1,1,disabled,2016-02-08,2015-06-30,27,0,0,0,0,"St. Josep, Tempranillo, St. Josep Clot d'Encis Garnacha Negre 2010, Spain, Terra Alta, Wine",0,0,Untapped Fine Wines - St. Josep Sweet White Wine Late Harvest,0,0,27.9,0,simple,0,0,-1,0,0,2016-07-07,64,5,2,3,Sant Josep Llàgrimes de Tardor Mistela Vi de Licor Garnacha Blanc,Llàgrimes de Tardor Mistela Vi de Licor Garnacha Blanc,Sant Josep Llàgrimes de Tardor Mistela Vi de Licor Garnacha Blanc,Llàgrimes de Tardor Mistela Vi de Licor Garnacha Blanc, Llàgrimes de Tardor Mistela Vi de Licor Garnacha Blanc,1,1,WS,NULL,0,8,5,8.5,"SPA, Terra Alta",6,pID-S037,0,0,0,0,0,0,0,0,0,0,3,49,14,1,628,1077
665,NULL,Sant Josep Llàgrimes de Tardor Mistela Vi de Licor Garnacha Negre WS,45,10/9/12 12:42,1.4,30,10,NULL,1,1,disabled,2016-02-24,2015-06-30,10,0,0,0,0,"St. Josep, Tempranillo, St. Josep Clot d'Encis Garnacha Negre 2010, Spain, Terra Alta, Wine",0,0,Untapped Fine Wines - St. Josep Sweet Red Wine Late Harvest,0,0,27.9,0,simple,0,0,-1,0,0,2016-07-07,64,5,2,3,Sant Josep Llàgrimes de Tardor Mistela Vi de Licor Garnacha Negre,Llàgrimes de Tardor Mistela Vi de Licor Garnacha Negre,Sant Josep Llàgrimes de Tardor Mistela Vi de Licor Garnacha Negre,Llàgrimes de Tardor Mistela Vi de Licor Garnacha Negre, Llàgrimes de Tardor Mistela Vi de Licor Garnacha Negre,1,1,WS,NULL,0,8,5,8.5,"SPA, Terra Alta",6,pID-S044,0,0,0,0,0,0,0,0,0,0,3,49,13,1,629,1078
666,NULL,Ànima Negra Quibia Premsal Callet 2010 WS,0,10/9/12 12:42,1.4,30,10,NULL,1,1,disabled,2015-10-27,2015-06-30,650,0,0,0,0,"Anima Negra, Callet, Premsal, White Blend, Anima Negra Quibia Premsal Callet 2010, Spain, Mallorca, Wine",0,0,Untapped Fine Wines - Anima Negra Quibia Premsal Callet 2010,0,0,20.93,0,simple,0,0,-1,0,0,2016-07-07,7,2,2,4,Ànima Negra Quibia Premsal Callet 2010,Quibia Premsal Callet 2010,Ànima Negra Quibia Premsal Callet,Quibia Premsal Callet,2010 Quibia Premsal Callet,0,0,WS,Premsal Blanca Callet,2010,2,2,2.2,"SPA, Mallorca",6,pID-S024,0,0,0,0,0,0,0,0,0,0,3,21,55,1,55,97
667,NULL,Tricó Tabla de Sumar Albariño 2011 WS,0,10/9/12 12:42,1.4,30,10,NULL,1,1,disabled,2015-07-31,2015-06-30,329,0,0,0,0,"Trico, Albarino, TRICO Tabla de Sumar Albarino 2009, Spain, Wine",0,0,Untapped Fine Wines - TRICO Tabla de Sumar Albarino 2009,0,0,18.6,0,simple,0,0,-1,0,0,2016-07-07,68,2,2,4,Tricó Tabla de Sumar Albariño 2011,Tabla de Sumar Albariño 2011,Tricó Tabla de Sumar Albariño,Tabla de Sumar Albariño,2011 Tabla de Sumar Albariño,0,0,WS,NULL,2011,1,2,1.2,"SPA, Rias Baixas",6,pID-S192,0,0,0,0,0,0,0,0,0,0,3,34,1,1,673,1144
668,0,Paul Cheneau Gold Bubbles Brut Cava WS,620,10/9/12 12:42,1.4,30,10,NULL,1,1,disabled,2017-01-12,2015-06-30,4289,0,0,0,0,"Giro Ribot, Cava, Paul Cheneau Gold Bubbles Cava, Spain, Penedes, Cava, Wine",0,0,Untapped Fine Wines - Paul Cheneau Gold Bubbles Cava,0,0,13.95,0,simple,0,0,-1,0,0,2016-07-07,28,1,2,4,Paul Cheneau Gold Bubbles Brut Cava,Paul Cheneau Gold Bubbles Brut Cava,Paul Cheneau Gold Bubbles Brut Cava,Paul Cheneau Gold Bubbles Brut Cava,NV Paul Cheneau Gold Bubbles Brut Cava,1,1,WS,NULL,NV,1.3,1,1.4,"SPA, Penedès",12,pID-S104,0,0,0,0,0,0,0,0,0,0,3,30,9,1,572,990
720,NULL,Altanza Edulis Blanco Sauvignon Blanc 2011,0,10/9/12 12:57,1.4,30,10,NULL,1,1,available,2015-06-30,2015-06-30,8,37,0,0,0,"Altanza, Sauvignon Blanc, Altanza Edulis Blanco Sauvignon Blanc 2011, Spain, Rioja Alta, Wine","Grape Variety:Â 100% Sauvignon BlancTasting Notes:Â Pale yellow colour with golden glints. The best expression of an elegant grape; it is a fresh wine, with tropical fruit â€“ especially pink grapefruit â€“ combining with aromas of white flowers. This is a harmonious wine, with firm, fresh acidity and presenting some herbaceous and fruity flavours on the palate. It pairs well with all kind of salads, fish and seafood with some flavour. It is perfect with everything with a light texture. Vineyard:Â Fuenmayor â€“ Rioja Alta, SpainAge of the Vineyard:Â 5 to 85 years oldTime of Harvest:Â From the middle-end of September to middle-end of October.Altitude: 350 metres above sea level Harvest Method:Â Both manually and with machinery for trellis vines.Winemaking:Â The must, completely clean, without any solids, is fermented at a temperature between 18Â°Â and 22Â°C. Very slow process, thus maintaining the best flavours and aromatic qualities of the wine. This is a young unoaked wine.Winemakers:Â Oscar MartÃ_nez and Carlos Ferreiro Alcohol: 12.8% vol.Volume: 750 mlResidual sugars: 2.5 gr/litreStandard Drinks: 7.6Peak drinking: Ready to drinkBest Served: 5Â°-8Â°CAgeing:Â Unoaked",0,Untapped Fine Wines - Altanza Edulis Blanco Sauvignon Blanc 2011,0,0,25.45,0,simple,0,0,-1,0,0,2016-07-07,3,2,2,4,Altanza Edulis Blanco Sauvignon Blanc 2011,Edulis Blanco Sauvignon Blanc 2011,Altanza Edulis Blanco Sauvignon Blanc,Edulis Blanco Sauvignon Blanc,2011 Edulis Blanco Sauvignon Blanc,0,0,R,NULL,2011,2,2,2.2,"SPA, Rioja Alta",12,pID-S005,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,39,41,1,15,29
